Created At,Text,Location,Address,Longitude,Latitude,Polarity,Icon
Tue Mar 03 21:20:27 +0000 2020," UN body goes Supreme Court CAA ; ‘ internal matter ’ , says government https : //t.co/h6lNCfUhgr https : //t.co/VDL273t2d5",New Delhi,"New Delhi, Delhi, India",77.2022662,28.6141793,0.0,Blue
Tue Mar 03 21:20:46 +0000 2020, # BREAKING | CNN-News18 accesses UNHRC ’ intervention application Citizenship Amendment Act . CAA unequally puts Muslim migrants risk : UNHRC . UNHRC questions objectivity CAA . @ utkarsh_aanand details # CitizenshipShowdown https : //t.co/AZCC6wwSm3,India,India,78.6677428,22.3511148,0.0,Blue
Tue Mar 03 21:21:05 +0000 2020, The Children Goebbels : The utterly baseless opposition CAA glaring example lie becoming truth trumpeted repeatedly ( writes @ satyanveshan ) https : //t.co/1UraelyMNR,India,India,78.6677428,22.3511148,0.225,Green
Tue Mar 03 21:21:17 +0000 2020, Same happened Shaheen Bagh . Some one issued Fatwa use women kids shield block Delhi-Noida road two months . Truth come Police crack interrogate women . 99 % tell truth handlers 😎,delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India",77.22193879999999,28.6517178,0.0,Blue
Tue Mar 03 21:21:19 +0000 2020, Who gave ID cards ? Is # indian citizen ? # CAA # CAA2020 # NRC_CAA # NRCBill # NPR many like hin i… https : //t.co/JRcx944Gcy,United States,United States,-100.4458825,39.7837304,0.5,Green
Tue Mar 03 21:21:20 +0000 2020, RT @ Rajuman74740398 : @ OpIndia_in She CM & amp ; understand limitation . CAA expose soon .,"New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793,0.0,Blue
Tue Mar 03 21:21:39 +0000 2020," Acha , NRC implications Bangladesh Than purpose # NRC Assam 1600 crores of… https : //t.co/i8sbbxA1bB","Gulbarga, India","Kalaburagi, Kalaburagi district, Karnataka, India",77.083333,17.166667,0.0,Blue
Tue Mar 03 21:22:18 +0000 2020, Okay ! HM @ AmitShah scared ! You n't ask UN High Commisssioner plan & amp ; strategize another protest like… https : //t.co/4JHKFsFvoY,India,India,78.6677428,22.3511148,0.470625,Green
Tue Mar 03 21:22:54 +0000 2020," UQ : ” In Oct 1984 Delhi witnessed Genocide Sikhs thousands , congress rule . We must ensure ethnic , religious minorities able feel safe given recent violent tensions CAA. ” https : //t.co/9o0aCBxb9s","London, UK","London, Greater London, England, SW1A 2DX, United Kingdom",-0.1276474,51.5073219,0.039999999999999994,Green
Tue Mar 03 21:22:59 +0000 2020," @ inquestioner One reason . No , two . UN 's stand regarding CAA . The one , perhaps important one , is… https : //t.co/G1f7P92wlP","Kerala, India","Kerala, India",76.5120396,10.352874400000001,0.4,Green
Tue Mar 03 21:23:02 +0000 2020, Global epidemic islamophobic virus . Origin : Jewish State . Major outbreak : India .,"Chester, UK.","Chester, Cheshire West and Chester, North West England, England, CH1 2ET, United Kingdom",-2.8908955,53.1908873,0.020833333333333332,Green
Tue Mar 03 21:23:07 +0000 2020," A law discriminates minorities & amp ; NRC threatens render millions Stateless , put detention centres certainly matter UN High Commissioner Human rights intervene https : //t.co/7ljy6w6cYu",India,India,78.6677428,22.3511148,0.12476190476190475,Green
Tue Mar 03 21:23:10 +0000 2020, This r manufacturing protest beating women & amp ; forcing chant anti India slogans . Shame thos… https : //t.co/wdaRjZsx8b,Dehradun,"Dehradun, Uttarakhand, 248001, India",78.0436813,30.3255646,0.0,Blue
Tue Mar 03 21:23:25 +0000 2020, RT @ YogisViewFinder : When government ’ data basis Huge exercise CAA/NRC ? ? ?,India,India,78.6677428,22.3511148,0.4000000000000001,Green
Tue Mar 03 21:24:01 +0000 2020," @ poopsy1971 @ LBC Next # CAA brutalised minorities pak , cares ? Do u think @ MaajidNawaz does… https : //t.co/P0Lrx0MTQh",London,"London, Greater London, England, SW1A 2DX, United Kingdom",-0.1276474,51.5073219,0.0,Blue
Tue Mar 03 21:24:10 +0000 2020," 2020 @ UNHumanRights Council Members : 🇵🇰 Pakistan — Death penalty 'blasphemers' 🇸🇴 Somalia & amp ; 🇸🇩 Sudan — Death penalty gays 🇲🇷 Mauritania — 500,000 slaves 🇻🇪 Venezuela — Maduro tyranny 🇶🇦 Qatar & amp ; 🇱🇾 Libya — Enslaves migrants Hence Application SC # CAA😀","Liverpool, England","Liverpool, North West England, England, United Kingdom",-2.9916650000000002,53.407154000000006,0.0,Blue
Tue Mar 03 21:25:00 +0000 2020, UN human rights files intervention application Supreme Court controversial Citizenship Law..… https : //t.co/MJuwfskMDB,online,"Online, Croix d'Argent, Montpellier, Hérault, Occitanie, France métropolitaine, France",3.859513213201319,43.59047185,0.275,Green
Tue Mar 03 21:25:20 +0000 2020, RT @ CofCSports : Drayton Siegling three games ERA 0.36 earning CAA Pitcher Week accolades https : //t.co/uPCE2CpvEv,"Charleston, SC","Charleston, Charleston County, South Carolina, United States of America",-79.9402728,32.7876012,0.0,Blue
Tue Mar 03 21:25:26 +0000 2020, CAA explained beautifully ... Please watch ... @ RahulGandhi @ priyankagandhi https : //t.co/Uv0XJHeMSE,"Jamshedpur, India","Jamshedpur, Golmuri-Cum-Jugsalai, Purbi Singhbhum, Jharkhand, 831001, India",86.2029579,22.8015194,0.85,Green
Tue Mar 03 21:25:28 +0000 2020," UN rights chief move SC CAA , irks India https : //t.co/uNgxxZX3QA","New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793,0.0,Blue
Tue Mar 03 21:25:50 +0000 2020, It must complete meltdown Heathrow Airport HQ . CAA also gone oddly quiet . They know a… https : //t.co/Tus4LJLwqx,London,"London, Greater London, England, SW1A 2DX, United Kingdom",-0.1276474,51.5073219,0.05,Green
Tue Mar 03 21:25:51 +0000 2020, @ jihadwatchRS another proof women forced take part agitation beating women take… https : //t.co/UNH6XtN293,भारत,India,78.6677428,22.3511148,-0.30000000000000004,Red
Tue Mar 03 21:25:54 +0000 2020, RT @ Adi73579778 : See clips # supportcaa If true hindu,"San Francisco, CA","San Francisco, Avenue Joseph-Laflèche, Terrasse-Vaudreuil, Pincourt, Vaudreuil-Soulanges, Montérégie, Québec, J7V 5M5, Canada",-73.995482,45.3842702,0.35,Green
Tue Mar 03 21:26:02 +0000 2020, Good know UN watching India Modi ’ vile CAA challenged https : //t.co/Qhrw03Mu3D,Essex,"Essex, East of England, England, United Kingdom",0.5793370437222831,51.79669945,0.7,Green
Tue Mar 03 21:26:04 +0000 2020, # BREAKING : India hits back UN High Commissioner Human Rights Office filed Intervention Application Supreme Court India # CAA . ‘ We strongly believe foreign party locus standi issues pertaining India ’ sovereignty. ’ https : //t.co/V64VRcebzw,"Pune, India","Pune, Pune City, Pune District, Maharashtra, 411001, India",73.8544541,18.521428,0.09366666666666665,Green
Tue Mar 03 21:26:12 +0000 2020, 80 % retweeting friend find success 20 % goes Washington DC places matching ID,looking for food,"Sunse, 3, Langestraße, Wonnental, Johanniterhof, Kenzingen, Verwaltungsverband Kenzingen-Herbolzheim, Landkreis Emmendingen, Baden-Württemberg, 79341, Deutschland",7.7687715,48.1908914,0.3,Green
Tue Mar 03 21:26:27 +0000 2020, UNHRC probably lost . I hope @ narendramodi Government withdraws India UNHRC interference Soverign affairs like Israel biased behaviour . Mere condemnation MEA wont suffice @ DrSJaishankar ji ! ! ! https : //t.co/tUYAT9NRWY,India,India,78.6677428,22.3511148,-0.9765625,Red
Tue Mar 03 21:26:51 +0000 2020," If bangladeshis Indian Citizens , point partition create two Islamic Nations ? Basically , Muslims three countries , Hindus even complete India . Secularism ? # CAA # NRC # WeSupportCAA # MamataBanerjee # DelhiRiots # WestBengal","64.7511° N, 147.3494° W","Highland Park, North Pole, Fairbanks North Star, Alaska, 99705, United States of America",-147.3479499,64.75118810000001,0.1,Green
Tue Mar 03 21:27:24 +0000 2020," 80 % retweeting friend find success 20 % hair bleaching , knowing , happening p… https : //t.co/4kSlgO0sBU",looking for food,"Sunse, 3, Langestraße, Wonnental, Johanniterhof, Kenzingen, Verwaltungsverband Kenzingen-Herbolzheim, Landkreis Emmendingen, Baden-Württemberg, 79341, Deutschland",7.7687715,48.1908914,0.3,Green
Tue Mar 03 21:27:29 +0000 2020," Finally truth came ! ! Where 💩heads NRC NPR , crying constitution ? … https : //t.co/hKES9yweLU","കേരളം, भारतम् 🇮🇳","Kerala, India",76.5120396,10.352874400000001,-0.1,Red
Tue Mar 03 21:27:31 +0000 2020," @ FranzOnBrands @ fborgesius @ nrc In targetable ad medium , brands tend focus subset audience , meanin… https : //t.co/sXTF7lQAJr","Leipzig, Deutschland","Leipzig, Sachsen, 04109, Deutschland",12.3747329,51.3406321,0.0,Blue
Tue Mar 03 21:28:17 +0000 2020, Just precisely type buffoonery gets vocal protests NRC .,My Recliner,"Recliner World, State Avenue, Kruse, Marysville, Snohomish County, Washington, 98270-2232, United States of America",-122.17331670000002,48.0954188,0.4,Green
Tue Mar 03 21:28:19 +0000 2020, UN HRC n't right intervene internal matter great democratic country India .,"Bengaluru, Karnataka","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.979119800000001,0.36190476190476195,Green
Tue Mar 03 21:28:29 +0000 2020, @ CitizenKamran CAA mention word-persecuted,Gurgaon- Bengaluru-New Delhi,"Acharya Shri Tulsi Marg, Chattarpur Farms, Mehrauli, Mehrauli Tehsil, South Delhi, Delhi, 110047, India",77.1434093,28.4915447,0.0,Blue
Tue Mar 03 21:28:48 +0000 2020, Why u tagging @ UNHumanRights Say Thanks taking interest # NRC_CAA_NPR citizenship matter 🙏🙏🙏🙏🙏🙏… https : //t.co/0pPWbe3dj6,"Kanpur, India","Kanpur, NH34, Kidwai Nagar, Kanpur, Kanpur Nagar, Uttar Pradesh, 208012, India",80.3217588,26.4609135,0.2,Green
Tue Mar 03 21:29:12 +0000 2020, JUST IN Office UN human rights commissioner files intervention application supreme court # CAA Mea says foreign party locus standi issues related India 's sovereignty . https : //t.co/UpdvcVNHaE,"London, England","London, Greater London, England, SW1A 2DX, United Kingdom",-0.1276474,51.5073219,-0.041666666666666664,Red
Tue Mar 03 21:29:17 +0000 2020," United Nations Commissioner Human Rights moves Supreme Court CAA , India hits back saying internal matter https : //t.co/uv7CpY0VIC # CitizenshipAmendmentAct # UNHRC","नोएडा, भारत","Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, 201301, India",77.3547609,28.5726442,0.0,Blue
Created At,Text,Location,"Location, Tucker County, West Virginia, United States of America",-79.6371124,39.213890500000005,0.0,Blue
Tue Mar 03 22:04:10 +0000 2020, The petition CAA UNHRC illegal India Court send strong message La Presidenta - https : //t.co/RnfNijwz7h,"St. Albert, Alberta","City of St. Albert, Alberta, Canada",-113.628845,53.633239,-0.033333333333333354,Red
Tue Mar 03 22:04:13 +0000 2020, This unprecedented step & amp ; arguably extreme one @ UN body take . But India respected upholder human rights past UN agency would needed consider thing : https : //t.co/b5KLsP3eb7,"hyderabad, India","Hyderabad, Telangana, India",78.46106473453145,17.38878595,0.056249999999999994,Green
Tue Mar 03 22:04:26 +0000 2020, Imagine THIS man HC get FIRs done people hate speech . THIS MAN - says neither Parliament Nor Supreme Court decide CAA decide streets . This man given midnight hearing judge . Imagine . https : //t.co/B4L68i1VoQ,Ald,"Almeida, Guarda, Beira Interior Norte, Centro, Portugal",-6.9174869720274605,40.6300222,-0.8,Red
Created At,Text,Location,"Location, Tucker County, West Virginia, United States of America",-79.6371124,39.213890500000005,0.0,Blue
Created At,Text,Location,"Location, Tucker County, West Virginia, United States of America",-79.6371124,39.213890500000005,0.0,Blue
Tue Mar 03 22:35:57 +0000 2020, RELIGION IS FREE TO APPLY FOR INDIAN CITIZENSHIP IN DOMINANCE WITH ARTICLES OF CONSTITUTION OF INDIA . SUBJECT MATTE… https : //t.co/MmDvWHjrUL,"मुंबई, भारत","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711,0.11666666666666668,Green
Created At,Text,Location,"Location, Tucker County, West Virginia, United States of America",-79.6371124,39.213890500000005,0.0,Blue
Tue Mar 03 22:37:14 +0000 2020, RT @ Brahmeme : This treat women . They beat women 's name CAA monster sale https : //t.co/9OW6pMNJFS,"Gurgaon, India","Gurgaon, Gurugram, Haryana, India",77.00270014657752,28.42826235,0.0,Blue
Tue Mar 03 22:37:17 +0000 2020, RT @ NetajiBond : This tje bring crowd Anti CAA protests . https : //t.co/ikEAdkT5Rw,"Gurgaon, India","Gurgaon, Gurugram, Haryana, India",77.00270014657752,28.42826235,0.0,Blue
Tue Mar 03 22:37:19 +0000 2020, Shoot bastards !,भारत,India,78.6677428,22.3511148,0.0,Blue
Tue Mar 03 22:37:25 +0000 2020," These MusIim women tell How FORCЕD & amp ; THRЕАTENED BY THEIR OWN MEN Go & amp ; sit Anti CAA Protests & amp ; raise Anti India Slogans . They Beаten Refuse . `` We didnt want go , Men entered housе & amp ; beat us & amp ; forced us go dharna '' https : //t.co/YEZEaonW9Z",India,India,78.6677428,22.3511148,0.14999999999999997,Green
Tue Mar 03 22:37:31 +0000 2020," Baijayant Panda questions UNHRC 's intervention plea CAA , asks 'why China 's repression ? ' | India… https : //t.co/fRKReKya4z",USA,United States,-100.4458825,39.7837304,0.0,Blue
Tue Mar 03 22:37:39 +0000 2020," @ AgainChloe @ PaloAltoYimby @ seanchandra @ SonjaTrauss CAA CAR actually radical land reform , lov… https : //t.co/m5aztmqnT5","Santa Clara County, CA","Santa Clara County, California, United States of America",-121.68463490000002,37.2333253,0.0,Blue
Tue Mar 03 22:37:45 +0000 2020," In India : Illegal Bangladeshi infiltrators protesting CAA . Recently 2 Bangladeshis arrested involvement Delhi 's Seemapuri violence . In Bangladesh : Today , Bangladesh security shot dead 8 Rohingyas near refugee camp allegedly involved drug & amp ; human trafficking",India,India,78.6677428,22.3511148,-0.11666666666666665,Red
Tue Mar 03 22:37:46 +0000 2020, RT @ desimojito : How got crowd anti CAA protests https : //t.co/66b3vxuadP,"New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793,0.0,Blue
Tue Mar 03 22:38:06 +0000 2020," From removing Articles 370 & amp ; 35a Constitution CAA & amp ; NRC , Modi & amp ; BJP whipping anti-Muslim hate . The violence Delhi , dozens died , latest example . Today I called government speak bigotry . https : //t.co/fcsCCgf6cd",India,India,78.6677428,22.3511148,-0.15000000000000002,Red
Tue Mar 03 22:38:14 +0000 2020," Irony CAA . Hard point minority rights countries , without inviting questions one 's record .",India,India,78.6677428,22.3511148,-0.2916666666666667,Red
Tue Mar 03 22:38:17 +0000 2020, Feels like spring run ! Had get outside fresh air today ! # running # outsiderunning # springisontheway # nrc… https : //t.co/zKzWgpzJ1q,"Saint John, NB, CANADA","Saint John, City of Saint John, Saint John County, New Brunswick, E2L 3L6, Canada",-66.058044,45.278752000000004,0.1875,Green
Tue Mar 03 22:38:17 +0000 2020," Anti CAA rally Goa 's Benaulim : Now , Congress leader Ramkrishna Jalmi arrested making derogatory remarks Lord Parshuram . Rally organised various bodies including Centre Social Peace & amp ; Justice ( CSJP ) backed Goa Church . Anti CAA become Anti Hindu .",India,India,78.6677428,22.3511148,0.016666666666666666,Green
Tue Mar 03 22:38:19 +0000 2020," That # Constitution established law ( Citizenship Act 1955 ) # India says . CM Mamata Banerjee taken oath uphold Constitution India . If indeed said , totally unacceptable shocking call 'UN referendum ' # CAA .",India,India,78.6677428,22.3511148,-0.5,Red
Tue Mar 03 22:38:33 +0000 2020, UN High Commissioner Human Rights Michelle Bachelet moving file intervention application Supreme Court Citizenship Amendment Act ( CAA ) . https : //t.co/Clc5dPQakR,"Dhaka, India","Dhaka, Purba Champaran, Bihar, 845418, India",85.1995748464597,26.692203000000003,0.08,Green
Tue Mar 03 22:38:35 +0000 2020, International behaviour towards India shown true nature world opinion towards India Anti CAA agitation . A big lie pinned us . Now UN HRC wants intervene Supreme Court hearing ! ! !,"New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793,0.18515625,Green
Tue Mar 03 22:38:46 +0000 2020, UN High Commissioner Human Rights Michelle Bachelet moving file intervention application Supreme Court Citizenship Amendment Act ( CAA ) . https : //t.co/s9p11No4dx,"Kamareddy, India","Kamareddy, Telangana, India",78.05393808043348,18.316551,0.08,Green
Created At,Text,Location,"Location, Tucker County, West Virginia, United States of America",-79.6371124,39.213890500000005,0.0,Blue
Tue Mar 03 22:39:45 +0000 2020, # UNHCR simply trying interfere India ’ internal matter . Defining # Citizenship right . It better concentrate # Europe deals # refugees https : //t.co/4KLEsvAZp4,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India",77.22193879999999,28.6517178,0.19642857142857142,Green
Tue Mar 03 22:39:46 +0000 2020," All Bangladeshis living Bengal Indian citizens , Mamata Banerjee says , read views issue CM https : //t.co/B0OODulQVg","Jaipur, IN","Jaipur, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India",75.820349,26.916194,0.0,Blue
Tue Mar 03 22:39:58 +0000 2020," US pulled @ UN_HRC calling `` cess pool bias '' . Now , intervening ongoing case CAA India lived description . UNHRC first intervene Iran , Pak , China preach India .",India,India,78.6677428,22.3511148,0.25,Green
Tue Mar 03 22:40:03 +0000 2020, PM India # Modi : - supports Hindu nationalism - revoked # Kashmir 's autonomy - helped pass # CAA So wea… https : //t.co/D7ccem74Q2,Everywhere,"Narrow path - thorn everywhere, Sântelec, Bihor, 417278, România",22.054173300000002,46.9599823,0.0,Blue
Tue Mar 03 22:40:03 +0000 2020, Calling # Postdoctoral # researchers ! Applications NRC # Research Associateship Programs open Ma… https : //t.co/coPPJU87cn,"Washington, DC","Washington, District of Columbia, 20500, United States of America",-77.0365529,38.894893200000006,0.0,Blue
Tue Mar 03 22:40:05 +0000 2020," # Exposed Here Ultra-Left Activist Harsh Mandar instigating Anti-CAA Protesters spewing venom Supreme Court India , clearly asking protesters believe highest institution judiciary . https : //t.co/nxRmkIxiav",India,India,78.6677428,22.3511148,-0.049999999999999996,Red
Tue Mar 03 22:40:25 +0000 2020," 14 years ago I wrote two bestsellers titled Hindus Under Siege Terrorism India . When Namo became PM 2014 I thought books become obsolete . But anti-CAA circus , US capitulation Afghanistan , books need updated .","New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793,0.0,Blue
Tue Mar 03 22:40:28 +0000 2020, 3.Some politician makes # NRC blah blah rules . someone tries oppose suddenly anti nationa… https : //t.co/QHNujmqwyW,lucknow,"Lucknow, Sadar, Lucknow, Uttar Pradesh, 226019, India",80.9346001,26.8381,-0.05,Red
Tue Mar 03 22:40:46 +0000 2020, UNHRC filed petition SC CAA 🔸It 's big failure Modi Govt 's diplomacy 🔸UN directly interfering law passed parliament . Never happened ? 🔸Indicates world lost trust Modi 's ability abide rule law & amp ; human rights,mumbai,"Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711,-0.054166666666666675,Red
Tue Mar 03 22:40:51 +0000 2020," The Delhi police recovered many eight dead bodies sewage drains , following Delhi Anti-Hindu riots carried pretext “ peaceful ” Anti-CAA protests https : //t.co/0Z5Hw9I4Fe",india,India,78.6677428,22.3511148,0.1375,Green
Tue Mar 03 22:40:56 +0000 2020, This CJI literally absolving govt role genocide.CJI crawling NAzi govt .,India,India,78.6677428,22.3511148,0.0,Blue
Tue Mar 03 22:40:58 +0000 2020," Let ’ Encrypt discovers CAA bug , must revoke customer certificates https : //t.co/9iDIJUA3DB",東京都,"東京都, 日本 (Japan)",139.7594549,35.682838700000005,0.0,Blue
Tue Mar 03 22:41:04 +0000 2020, @ desimojito How much money Harsh Mander take play bigul anti-CAA inciting muslims ? Any guess ?,"Ontario, Canada","Ontario, Canada",-86.000977,50.000678,0.0,Blue
Tue Mar 03 22:41:09 +0000 2020, @ naomi2009 @ timesofindia None MP knows CAA . I seen one person tell wrong CAA . What rules/ point Indian Muslims . When CAA made minority citizen three Islamic country shares border India .,"London, UK","London, Greater London, England, SW1A 2DX, United Kingdom",-0.1276474,51.5073219,-0.5,Red
Tue Mar 03 22:41:10 +0000 2020, RT @ desimojito : How got crowd anti CAA protests https : //t.co/66b3vxuadP,"New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793,0.0,Blue
Tue Mar 03 22:41:18 +0000 2020," UN High Commissioner Human Rights files intervention plea Supreme Court Citizenship Bill , India protests . https : //t.co/Q9gppfWpGY","Sydney, New South Wales","Council of the City of Sydney, New South Wales, Australia",151.20489786185092,-33.888862100000004,0.08,Green
Tue Mar 03 22:41:28 +0000 2020, RT @ A_booki_ohn_ : Nah Liverpool mid shown flames player barely NRC LMFAO . Delete club,Zambia(lusaka),"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",28.282153499999996,-15.416448800000001,0.025,Green
Tue Mar 03 22:41:30 +0000 2020," UNHRC headed Chile 's former President Michelle Bachelet , Socialist Party leader 😎 ... ..Trying illegal ways https : //t.co/8C5ViQoiCr","Meerut,India","Meerut, Uttar Pradesh, India",77.68333299999999,28.916666999999997,-0.25,Red
Tue Mar 03 22:41:36 +0000 2020, PM India # Modi : - supports Hindu nationalism - revoked # Kashmir 's autonomy - helped pass # CAA So we… https : //t.co/xi1IcKzNvy,Everywhere,"Narrow path - thorn everywhere, Sântelec, Bihor, 417278, România",22.054173300000002,46.9599823,0.0,Blue
Tue Mar 03 22:41:37 +0000 2020, HC moved CAA protest nod https : //t.co/2AazyIeldk,"Ahmadabad City, India","Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India",72.5797068,23.0216238,0.0,Blue
Tue Mar 03 22:41:37 +0000 2020," Alright Jimmy , I 'll spell . His privilege # 1 Autoreviewer , # 2 Patroller . So pages created n't need reviewed . Abusing , made BIASED pages JNU attack , Delhi Riots , CAA protests UP within past 2-3 weeks . Even ( 1/n )",India,India,78.6677428,22.3511148,-0.25,Red
Tue Mar 03 22:41:50 +0000 2020, @ RandaAFattah Australian government persecution Muslim communities India ? https : //t.co/FaBfPEIDbb,Newcastle NSW Australia,"Newcastle, Newcastle-Maitland, Newcastle City Council, 2300, Australia",151.7812534,-32.9272881,0.0,Blue
Tue Mar 03 22:42:09 +0000 2020, PM India # Modi : - supports Hindu nationalism - revoked # Kashmir 's autonomy - helped pass # CAA So weapons manufacturers @ Boeing & amp ; @ Raytheon reportedly vying sell # India $ 15 billion weapons ? Do n't approve weapons sales India ! https : //t.co/kCOoDnjdMc,"San Jose, CA","San Jose, Santa Clara County, California, United States of America",-121.89058329999999,37.3361905,0.0,Blue
Tue Mar 03 22:42:13 +0000 2020, # Watch : @ ShahnawazBJP asked @ _YogendraYadav create fear Muslims name # NRC . @ DChaurasia2312 # kkwithdchaurasia https : //t.co/UKz3X16ufX,"Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711,0.0,Blue
Tue Mar 03 22:42:51 +0000 2020, @ bufordsharkley @ PaloAltoYimby @ seanchandra @ SonjaTrauss Imagine thinking CAA would support policy ’ d… https : //t.co/e5KlDrDsFQ,"San Francisco, CA","San Francisco, Avenue Joseph-Laflèche, Terrasse-Vaudreuil, Pincourt, Vaudreuil-Soulanges, Montérégie, Québec, J7V 5M5, Canada",-73.995482,45.3842702,0.0,Blue
Tue Mar 03 22:42:51 +0000 2020," A law discriminates minorities & amp ; NRC threatens render millions Stateless , put detention centres certainly matter UN High Commissioner Human rights intervene",Gehenna,"גיא בן הינום, אבו טור, ירושלים, מחוז ירושלים, no, ישראל",35.226579921296356,31.769875800000005,0.12476190476190475,Green
Tue Mar 03 22:43:09 +0000 2020, ANY COUNTRY THIS MUSLIMS ARE FREE TO APPLY FOR THE INDIAN CITIZENSHIP AS PER INDIAN CITIZENSHIP ACT AND CAN ACQUIRE… https : //t.co/Avaqj03Wqm,"मुंबई, भारत","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711,0.4,Green
Tue Mar 03 22:43:13 +0000 2020," RT @ TimesNow : Baijayant Panda questions UNHRC 's intervention plea CAA , asks 'why China 's repression ? ' . https : //t.co/AP…",Canada,Canada,-107.9917071,61.0666922,0.0,Blue
Tue Mar 03 22:43:17 +0000 2020," 'After CAA , Centre might bring population control law ' , Might ? It law.https : //t.co/AsQolmm3aI @ deccanherald",USA,United States,-100.4458825,39.7837304,0.0,Blue
Tue Mar 03 22:43:18 +0000 2020, RT @ Scott_Helme : Let 's Encrypt identified bug CAA checking disabled issuance 2h 12m whilst patched : https : //t.co/o2…,France,France,1.8883334999999999,46.603353999999996,-0.2,Red
Tue Mar 03 22:43:22 +0000 2020," Congress took internal matter India , Kashmir United Nation & amp ; generations Indians suffered . Now supports UN interference Indian Law- CAA . Thankfully India rejected 2014 -2919",Canada,Canada,-107.9917071,61.0666922,0.0,Blue
Tue Mar 03 22:43:22 +0000 2020," Breaking : UN High Commissioner Human Rights files Intervention Application Supreme Court India CAA . @ MEAIndia says CAA internal matter. , `` foreign party locus standi issues pertaining India ’ sovereignty . ''","Haldwani-Kathgodam, India","Haldwani, Nainital, Uttarakhand, 263139, India",79.5266898,29.2151635,0.00875,Green
Tue Mar 03 22:43:25 +0000 2020," Look , someone suppose give security people win confidence . The activist slapped by… https : //t.co/HjYkpe8rYo",Delhi | Odisha ,"Odisha Hotel, Westend Marg, Indira Enclave, Saidulajaib Extension, Saket Tehsil, South Delhi, Delhi, 110030, India",77.2004958,28.519364000000003,0.8,Green
Tue Mar 03 22:43:38 +0000 2020, RT @ LiveLawIndia : UN High Commissioner Human Rights files intervention application India 's Supreme Court CAA ; MEA says is…,"Haldwani-Kathgodam, India","Haldwani, Nainital, Uttarakhand, 263139, India",79.5266898,29.2151635,0.08,Green
Tue Mar 03 22:43:43 +0000 2020, # LetsEncrypt 2020.02.29 CAA Rechecking Bug Fix # Directadmin : https : //t.co/useNsHszN5 # bug # Directadmin # hosting,"Rasht,Iran","رشت, بخش مرکزی شهرستان رشت, شهرستان رشت, استان گیلان, 41536-76749, ایران",49.5846102,37.279360700000005,0.0,Blue
Tue Mar 03 22:43:52 +0000 2020, This video explains legality UNHRC filing PIL Supreme Court regarding CAA . https : //t.co/ZAVPe9meit,"Tampere, Finland","Tampere, Tampereen seutukunta, Pirkanmaa, Manner-Suomi, Suomi",23.7603118,61.498021400000006,0.0,Blue
Tue Mar 03 22:43:58 +0000 2020," Anti CAA rally Goa 's Benaulim : Now , Congress leader Ramkrishna Jalmi arrested making derogatory remarks Lord Parshuram . Rally organised various bodies including Centre Social Peace & amp ; Justice ( CSJP ) backed Goa Church . Anti CAA become Anti Hindu .","Montevideo, Uruguay","Montevideo, Uruguay",-56.1913569,-34.9059039,0.016666666666666666,Green
Tue Mar 03 22:44:11 +0000 2020," Oh really ? How many times UNHRC moved Intl . Court Justice Supreme Court Pakistan violations human rights Hindus & amp ; Sikhs including kidnapping , rape , forced marriage , conversion & amp ; genocide ? Has left-jehadi ecosystem permeated # UNHRC well ? https : //t.co/SKd8DQUORK",United States,United States,-100.4458825,39.7837304,0.09999999999999998,Green
Tue Mar 03 22:44:24 +0000 2020, Meet Mr. Devkinandan Thakur . He 's staunch supporter # CAA help Hindu women escape sexual abuse Pakistan Bangladesh . Today booked sexually abusing woman along 6 others . Did I mention gives discourses Hindu religion ? https : //t.co/ghLfDaAPfi,"Tamil Nadu, India","Tamil Nadu, India",78.3665347,10.909433400000001,0.5,Green
Tue Mar 03 22:44:38 +0000 2020," Let ’ Encrypt discovers CAA bug , must revoke customer certificates | Ars Technica https : //t.co/kv420hRky7","Smyrna, GA","Smyrna, Cobb County, Georgia, United States of America",-84.51474540000001,33.883887,0.0,Blue
